TVid,番組名,ジャンル,放送日,プライム,開始時,開始分,終了時,終了分,チャンネル,放送局
TVWatch.121703050500,ものスタ　サンデー,,2017/03/05,0,5,0,5,20,12,テレビ東京
TVWatch.121703260415,ものスタ　サンデー,,2017/03/26,0,4,15,5,20,12,テレビ東京
TVWatch.11703312015,もふもふモフモフ,,2017/03/31,1,20,15,20,43,1,NHK
TVWatch.101701312621,ももクロＣｈａｎ,,2017/01/31,0,26,21,26,51,10,テレビ朝日
TVWatch.101702072625,ももクロＣｈａｎ,,2017/02/07,0,26,25,26,55,10,テレビ朝日
TVWatch.101702142625,ももクロＣｈａｎ,,2017/02/14,0,26,25,26,55,10,テレビ朝日
TVWatch.101702212625,ももクロＣｈａｎ,,2017/02/21,0,26,25,26,55,10,テレビ朝日
TVWatch.101702282625,ももクロＣｈａｎ,,2017/02/28,0,26,25,26,55,10,テレビ朝日
TVWatch.101703072621,ももクロＣｈａｎ,,2017/03/07,0,26,21,26,51,10,テレビ朝日
TVWatch.101703142625,ももクロＣｈａｎ,,2017/03/14,0,26,25,26,55,10,テレビ朝日
TVWatch.101703212625,ももクロＣｈａｎ,,2017/03/21,0,26,25,26,55,10,テレビ朝日
TVWatch.121703121830,モヤモヤさまぁ～ず２「勝どき周辺」,,2017/03/12,0,18,30,19,54,12,テレビ東京
TVWatch.121702261830,モヤモヤさまぁ～ず２「広島・尾道」,,2017/02/26,0,18,30,19,54,12,テレビ東京
TVWatch.121702191830,モヤモヤさまぁ～ず２「愛媛県・松山市」,,2017/02/19,0,18,30,19,54,12,テレビ東京
TVWatch.121701291830,モヤモヤさまぁ～ず２「松戸」,,2017/01/29,0,18,30,19,54,12,テレビ東京
TVWatch.121703191830,モヤモヤさまぁ～ず２「浦和周辺」,,2017/03/19,0,18,30,19,54,12,テレビ東京
TVWatch.121702121830,モヤモヤさまぁ～ず２「町屋周辺」,,2017/02/12,0,18,30,19,54,12,テレビ東京
TVWatch.121703051830,モヤモヤさまぁ～ず２「笹塚周辺」,,2017/03/05,0,18,30,19,54,12,テレビ東京
TVWatch.121702051830,モヤモヤさまぁ～ず２「自由が丘周辺」,,2017/02/05,0,18,30,19,54,12,テレビ東京
TVWatch.81701290830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃１７,,2017/01/29,0,8,30,9,0,8,フジテレビ
TVWatch.81702050830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃１８,,2017/02/05,0,8,30,9,0,8,フジテレビ
TVWatch.81702120830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃１９,,2017/02/12,0,8,30,9,0,8,フジテレビ
TVWatch.81702190830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２０,,2017/02/19,0,8,30,9,0,8,フジテレビ
TVWatch.81702260830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２１,,2017/02/26,0,8,30,9,0,8,フジテレビ
TVWatch.81703050830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２２,,2017/03/05,0,8,30,9,0,8,フジテレビ
TVWatch.81703120830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２３,,2017/03/12,0,8,30,9,0,8,フジテレビ
TVWatch.81703190830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２４,,2017/03/19,0,8,30,9,0,8,フジテレビ
TVWatch.81703260830,モンスターハンターストーリーズ　ＲＩＤＥ　ＯＮ　＃２５,,2017/03/26,0,8,30,9,0,8,フジテレビ
TVWatch.101702221404,ヤメ検の女２［再］,,2017/02/22,0,14,4,15,55,10,テレビ朝日
TVWatch.101701311404,ヤメ検の女３［再］,,2017/01/31,0,14,4,15,55,10,テレビ朝日
TVWatch.11703072300,やるな～！投稿ＤＯ画,,2017/03/07,0,23,0,23,15,1,NHK
TVWatch.11703091605,やるな～！投稿ＤＯ画,,2017/03/09,0,16,5,16,20,1,NHK
TVWatch.81701302330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/01/30,0,23,30,24,25,8,フジテレビ
TVWatch.81701312330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/01/31,0,23,30,24,25,8,フジテレビ
TVWatch.81702012330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/01,0,23,30,24,25,8,フジテレビ
TVWatch.81702022330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/02,0,23,30,24,25,8,フジテレビ
TVWatch.81702032358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/03,0,23,58,24,55,8,フジテレビ
TVWatch.81702062330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/06,0,23,30,24,25,8,フジテレビ
TVWatch.81702072330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/07,0,23,30,24,25,8,フジテレビ
TVWatch.81702082330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/08,0,23,30,24,25,8,フジテレビ
TVWatch.81702092330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/09,0,23,30,24,25,8,フジテレビ
TVWatch.81702102358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/10,0,23,58,24,55,8,フジテレビ
TVWatch.81702132330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/13,0,23,30,24,25,8,フジテレビ
TVWatch.81702142330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/14,0,23,30,24,25,8,フジテレビ
TVWatch.81702152330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/15,0,23,30,24,25,8,フジテレビ
TVWatch.81702162330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/16,0,23,30,24,25,8,フジテレビ
TVWatch.81702172418,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/17,0,24,18,25,15,8,フジテレビ
TVWatch.81702202330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/20,0,23,30,24,25,8,フジテレビ
TVWatch.81702212330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/21,0,23,30,24,25,8,フジテレビ
TVWatch.81702222330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/22,0,23,30,24,25,8,フジテレビ
TVWatch.81702232330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/23,0,23,30,24,25,8,フジテレビ
TVWatch.81702242358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/24,0,23,58,24,55,8,フジテレビ
TVWatch.81702272330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/27,0,23,30,24,25,8,フジテレビ
TVWatch.81702282330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/02/28,0,23,30,24,25,8,フジテレビ
TVWatch.81703022330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/02,0,23,30,24,25,8,フジテレビ
TVWatch.81703072345,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/07,0,23,45,24,40,8,フジテレビ
TVWatch.81703092330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/09,0,23,30,24,25,8,フジテレビ
TVWatch.81703102358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/10,0,23,58,24,55,8,フジテレビ
TVWatch.81703132330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/13,0,23,30,24,25,8,フジテレビ
TVWatch.81703142345,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/14,0,23,45,24,40,8,フジテレビ
TVWatch.81703152330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/15,0,23,30,24,25,8,フジテレビ
TVWatch.81703162330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/16,0,23,30,24,25,8,フジテレビ
TVWatch.81703172428,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/17,0,24,28,25,25,8,フジテレビ
TVWatch.81703202330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/20,0,23,30,24,25,8,フジテレビ
TVWatch.81703212330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/21,0,23,30,24,25,8,フジテレビ
TVWatch.81703222330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/22,0,23,30,24,25,8,フジテレビ
TVWatch.81703232330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/23,0,23,30,24,25,8,フジテレビ
TVWatch.81703242358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/24,0,23,58,24,55,8,フジテレビ
TVWatch.81703272330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/27,0,23,30,24,25,8,フジテレビ
TVWatch.81703282330,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/28,0,23,30,24,25,8,フジテレビ
TVWatch.81703292345,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/29,0,23,45,24,40,8,フジテレビ
TVWatch.81703302359,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/30,0,23,59,24,55,8,フジテレビ
TVWatch.81703312358,ユアタイム,"[帯番組,報道番組,情報番組]",2017/03/31,0,23,58,24,55,8,フジテレビ
TVWatch.81701282054,ユアタイム　クイック・あすの天気,,2017/01/28,1,20,54,21,0,8,フジテレビ
TVWatch.81701292054,ユアタイム　クイック・あすの天気,,2017/01/29,1,20,54,21,0,8,フジテレビ
TVWatch.81701302054,ユアタイム　クイック・あすの天気,,2017/01/30,1,20,54,21,0,8,フジテレビ
TVWatch.81701312054,ユアタイム　クイック・あすの天気,,2017/01/31,1,20,54,21,0,8,フジテレビ
TVWatch.81702012054,ユアタイム　クイック・あすの天気,,2017/02/01,1,20,54,21,0,8,フジテレビ
TVWatch.81702022054,ユアタイム　クイック・あすの天気,,2017/02/02,1,20,54,21,0,8,フジテレビ
TVWatch.81702032149,ユアタイム　クイック・あすの天気,,2017/02/03,1,21,49,21,55,8,フジテレビ
TVWatch.81702042054,ユアタイム　クイック・あすの天気,,2017/02/04,1,20,54,21,0,8,フジテレビ
TVWatch.81702052054,ユアタイム　クイック・あすの天気,,2017/02/05,1,20,54,21,0,8,フジテレビ
TVWatch.81702062054,ユアタイム　クイック・あすの天気,,2017/02/06,1,20,54,21,0,8,フジテレビ
TVWatch.81702072054,ユアタイム　クイック・あすの天気,,2017/02/07,1,20,54,21,0,8,フジテレビ
TVWatch.81702082054,ユアタイム　クイック・あすの天気,,2017/02/08,1,20,54,21,0,8,フジテレビ
TVWatch.81702092054,ユアタイム　クイック・あすの天気,,2017/02/09,1,20,54,21,0,8,フジテレビ
TVWatch.81702102149,ユアタイム　クイック・あすの天気,,2017/02/10,1,21,49,21,55,8,フジテレビ
TVWatch.81702112054,ユアタイム　クイック・あすの天気,,2017/02/11,1,20,54,21,0,8,フジテレビ
TVWatch.81702122054,ユアタイム　クイック・あすの天気,,2017/02/12,1,20,54,21,0,8,フジテレビ
TVWatch.81702132054,ユアタイム　クイック・あすの天気,,2017/02/13,1,20,54,21,0,8,フジテレビ
TVWatch.81702142054,ユアタイム　クイック・あすの天気,,2017/02/14,1,20,54,21,0,8,フジテレビ
TVWatch.81702152054,ユアタイム　クイック・あすの天気,,2017/02/15,1,20,54,21,0,8,フジテレビ
TVWatch.81702161957,ユアタイム　クイック・あすの天気,,2017/02/16,1,19,57,20,0,8,フジテレビ
TVWatch.81702172209,ユアタイム　クイック・あすの天気,,2017/02/17,1,22,9,22,15,8,フジテレビ
TVWatch.81702182054,ユアタイム　クイック・あすの天気,,2017/02/18,1,20,54,21,0,8,フジテレビ
TVWatch.81702192054,ユアタイム　クイック・あすの天気,,2017/02/19,1,20,54,21,0,8,フジテレビ
TVWatch.81702202054,ユアタイム　クイック・あすの天気,,2017/02/20,1,20,54,21,0,8,フジテレビ
TVWatch.81702212054,ユアタイム　クイック・あすの天気,,2017/02/21,1,20,54,21,0,8,フジテレビ
TVWatch.81702222054,ユアタイム　クイック・あすの天気,,2017/02/22,1,20,54,21,0,8,フジテレビ
TVWatch.81702232054,ユアタイム　クイック・あすの天気,,2017/02/23,1,20,54,21,0,8,フジテレビ
TVWatch.81702242149,ユアタイム　クイック・あすの天気,,2017/02/24,1,21,49,21,55,8,フジテレビ
TVWatch.81702262054,ユアタイム　クイック・あすの天気,,2017/02/26,1,20,54,21,0,8,フジテレビ
TVWatch.81702272054,ユアタイム　クイック・あすの天気,,2017/02/27,1,20,54,21,0,8,フジテレビ
TVWatch.81702282054,ユアタイム　クイック・あすの天気,,2017/02/28,1,20,54,21,0,8,フジテレビ
TVWatch.81703022054,ユアタイム　クイック・あすの天気,,2017/03/02,1,20,54,21,0,8,フジテレビ
TVWatch.81703032149,ユアタイム　クイック・あすの天気,,2017/03/03,1,21,49,21,55,8,フジテレビ
TVWatch.81703052054,ユアタイム　クイック・あすの天気,,2017/03/05,1,20,54,21,0,8,フジテレビ
TVWatch.81703062054,ユアタイム　クイック・あすの天気,,2017/03/06,1,20,54,21,0,8,フジテレビ
TVWatch.81703072054,ユアタイム　クイック・あすの天気,,2017/03/07,1,20,54,21,0,8,フジテレビ
TVWatch.81703082054,ユアタイム　クイック・あすの天気,,2017/03/08,1,20,54,21,0,8,フジテレビ
TVWatch.81703092054,ユアタイム　クイック・あすの天気,,2017/03/09,1,20,54,21,0,8,フジテレビ
TVWatch.81703102149,ユアタイム　クイック・あすの天気,,2017/03/10,1,21,49,21,55,8,フジテレビ
TVWatch.81703112054,ユアタイム　クイック・あすの天気,,2017/03/11,1,20,54,21,0,8,フジテレビ
TVWatch.81703122054,ユアタイム　クイック・あすの天気,,2017/03/12,1,20,54,21,0,8,フジテレビ
TVWatch.81703132054,ユアタイム　クイック・あすの天気,,2017/03/13,1,20,54,21,0,8,フジテレビ
TVWatch.81703142054,ユアタイム　クイック・あすの天気,,2017/03/14,1,20,54,21,0,8,フジテレビ
TVWatch.81703152054,ユアタイム　クイック・あすの天気,,2017/03/15,1,20,54,21,0,8,フジテレビ
TVWatch.81703162054,ユアタイム　クイック・あすの天気,,2017/03/16,1,20,54,21,0,8,フジテレビ
TVWatch.81703172149,ユアタイム　クイック・あすの天気,,2017/03/17,1,21,49,21,55,8,フジテレビ
TVWatch.81703182054,ユアタイム　クイック・あすの天気,,2017/03/18,1,20,54,21,0,8,フジテレビ
TVWatch.81703202054,ユアタイム　クイック・あすの天気,,2017/03/20,1,20,54,21,0,8,フジテレビ
TVWatch.81703212054,ユアタイム　クイック・あすの天気,,2017/03/21,1,20,54,21,0,8,フジテレビ
TVWatch.81703232054,ユアタイム　クイック・あすの天気,,2017/03/23,1,20,54,21,0,8,フジテレビ
TVWatch.81703242149,ユアタイム　クイック・あすの天気,,2017/03/24,1,21,49,21,55,8,フジテレビ
TVWatch.81703252054,ユアタイム　クイック・あすの天気,,2017/03/25,1,20,54,21,0,8,フジテレビ
TVWatch.81703272054,ユアタイム　クイック・あすの天気,,2017/03/27,1,20,54,21,0,8,フジテレビ
TVWatch.81703282054,ユアタイム　クイック・あすの天気,,2017/03/28,1,20,54,21,0,8,フジテレビ
TVWatch.81703291957,ユアタイム　クイック・あすの天気,,2017/03/29,1,19,57,20,0,8,フジテレビ
TVWatch.81703302054,ユアタイム　クイック・あすの天気,,2017/03/30,1,20,54,21,0,8,フジテレビ
TVWatch.121702101654,ゆうがたサテライト,"[経済情報番組,報道番組]",2017/02/10,0,16,54,17,45,12,テレビ東京
TVWatch.121703311654,ゆうがたサテライト,"[経済情報番組,報道番組]",2017/03/31,0,16,54,17,45,12,テレビ東京
TVWatch.121702241654,ゆうがたサテライト“愛国”小学校の土地格安取引の謎…徹底追及！,,2017/02/24,0,16,54,17,45,12,テレビ東京
TVWatch.121703291654,ゆうがたサテライト【“もやし危機”の真相とは】,,2017/03/29,0,16,54,17,45,12,テレビ東京
TVWatch.121703231654,ゆうがたサテライト【“籠池証人喚問”緊急スペシャル】,,2017/03/23,0,16,54,17,45,12,テレビ東京
TVWatch.121701311654,ゆうがたサテライト【「ガスＶＳ電気」料金自由化でお得な節約術】,,2017/01/31,0,16,54,17,45,12,テレビ東京
TVWatch.121702221654,ゆうがたサテライト【「安倍晋三記念小学校」の行方は…】,,2017/02/22,0,16,54,17,45,12,テレビ東京
TVWatch.121703201654,ゆうがたサテライト【５時の医療特集！不整脈第２弾～危険な心室細動～】,,2017/03/20,0,16,54,17,45,12,テレビ東京
TVWatch.121702271654,ゆうがたサテライト【５時の医療特集！足の「血流」改善で健康に！】,,2017/02/27,0,16,54,17,45,12,テレビ東京
TVWatch.121702201654,ゆうがたサテライト【５時の医療特集「足のむくみは病気のサイン】,,2017/02/20,0,16,54,17,45,12,テレビ東京
TVWatch.121702031654,ゆうがたサテライト【お好み焼き店で分かる日本の景気】,,2017/02/03,0,16,54,17,45,12,テレビ東京
TVWatch.121702021654,ゆうがたサテライト【さらに進化！最新キャンピングカー】,,2017/02/02,0,16,54,17,45,12,テレビ東京
TVWatch.121703071654,ゆうがたサテライト【シェフも大絶賛！「食べるお茶」】,,2017/03/07,0,16,54,17,45,12,テレビ東京
TVWatch.121701301654,ゆうがたサテライト【どこまでお得か検証！タクシー初乗り４１０円】,,2017/01/30,0,16,54,17,45,12,テレビ東京
TVWatch.121702091654,ゆうがたサテライト【なぜ？熟成フグ刺し２９円！？】,,2017/02/09,0,16,54,17,45,12,テレビ東京
TVWatch.121703171654,ゆうがたサテライト【ワインのおつまみに！おしゃれ餃子って何？】,,2017/03/17,0,16,54,17,45,12,テレビ東京
TVWatch.121703271654,ゆうがたサテライト【医療特集…脂肪肝で肝臓がんに！？】,,2017/03/27,0,16,54,17,45,12,テレビ東京
